Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Sao Tome and Principe,STP,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,1081.40644894332,1086.91262984523,1135.60232458288,1153.57311436689,1206.09517994411,1486.2389914758,1554.04719275694,1584.77565743788,1620.05646100161,1651.01201657277,1667.85791865606,1672.8961550271,1692.21874269843,..
Saudi Arabia,SAU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,11.824520515064,11.7249516876337,12.2405897055774,12.3843076292118,12.7183674217512,12.9731159600566,16.6171647878491,17.3631624405825,17.6917123436156,17.160324198637,16.3347636246112,15.2687805332958,..,..,..
Saudi Arabia,SAU,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,73.7152411820177,81.1053840341729,83.6908054411018,86.737908496732,86.9979671618452,86.5736640094479,76.7028030012288,75.0636613791909,76.2100397238248,..,..,..,..,..,..
Saudi Arabia,SAU,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,27.683432257451,28.6355509339956,27.8461364790879,31.8941176470588,30.0566067240031,30.0810792396266,23.951031100251,23.9036452152941,20.4063416248936,..,..,..,..,..,..
Saudi Arabia,SAU,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..
Saudi Arabia,SAU,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,46.0318089245667,52.4698331001773,55.8446689620139,54.8437908496732,56.9413604378421,56.4925847698213,52.7517719009778,51.1600161638968,55.8036980989312,..,..,..,..,..,..
Saudi Arabia,SAU,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Saudi Arabia,SAU,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Saudi Arabia,SAU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,17690.667661002,17032.3631103121,16094.7060623874,17384.8003795546,18219.8637993451,18683.3838319266,20175.5579524664,20327.6749584593,20627.9269288204,20503.3817729956,19946.9553702638,20067.778733703,19801.8742165029,18691.2474247666,..
Senegal,SEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.414381656324306,0.443399240063523,0.445365254936602,0.425936800085757,0.498608429202136,0.511265745204088,0.581174769701335,0.604596627521916,0.636556012470462,0.66161941756949,0.620648569323981,0.621912356528099,..,..,..
Senegal,SEN,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,90.0249376558604,91.4904862579281,79.7455968688845,74.9534450651769,78.0035335689046,81.8003144654088,87.7843302443134,87.7792732166891,87.787610619469,..,..,..,..,..,..
Senegal,SEN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,89.8379052369077,91.4904862579281,79.0606653620352,72.5791433891992,75.3091872791519,79.2452830188679,83.6001123279977,83.606998654105,83.6156763590392,..,..,..,..,..,..
Senegal,SEN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..
Senegal,SEN,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0.187032418952618,0,0.684931506849315,2.37430167597765,2.69434628975265,2.55503144654088,4.18421791631564,4.17227456258412,4.17193426042984,..,..,..,..,..,..
Senegal,SEN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,0,0,9.49119373776908,15.6890130353817,12.9416961130742,10.4952830188679,8.64925582701488,8.64064602960969,8.64728192161821,..,..,..,..,..,..
Senegal,SEN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Senegal,SEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1066.6216449114,1086.17631418466,1060.75354599802,1092.70140221927,1115.02583572464,1133.71698964453,1141.42688957064,1178.91289299798,1219.24941513302,1260.84805682736,1316.84468769724,1360.23927843023,1381.60179276297,1364.83823896119,..
Serbia,SRB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.85257783502782,6.1531834828138,6.63107505053677,7.09836963416393,7.71121390049814,6.92267156795218,6.44181318825505,5.43013635925064,6.3647022296048,6.55113212460412,6.68009522482865,6.52192219406972,..,..,..
Serbia,SRB,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,64.8506151142355,64.5602049530316,66.4860239589275,72.1455635355992,70.4903677758319,67.0121182211987,73.9312208427869,67.0065179692639,73.0841867269584,..,..,..,..,..,..
Serbia,SRB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.922671353251318,0.913748932536294,0.707358813462636,0.757789967765651,0.3900652762299,1.87256675988375,0.0254926453718102,0.0298989415774682,0.0744779890942945,..,..,..,..,..,..
Serbia,SRB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..
Serbia,SRB,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,1.14821323960164,1.42328494164532,1.43468339988591,1.51840751003789,1.8096906012843,0.869112244338433,0.767328625691488,0.702625127070502,0.579864343662721,..,..,..,..,..,..
Serbia,SRB,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,35.1493848857645,35.4397950469684,33.5139760410724,27.8544364644008,29.5096322241681,32.9878817788013,26.010146072858,32.8978054176882,26.812076073946,..,..,..,..,..,..
Serbia,SRB,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,62.7797305213825,62.22317107885,64.343981745579,69.8693660577956,68.2906118983177,64.2704392169765,73.1383995717236,66.2739939006159,72.4298443942014,..,..,..,..,..,..
Serbia,SRB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3193.25973660886,3418.79032584137,3640.27586327469,3808.09497743357,4161.59615958364,4404.96088743932,5524.96913472342,5462.73603006633,5588.98072768556,5805.89939594274,5959.52267314354,6261.52713908381,6567.90956383791,6549.35006252111,..
Seychelles,SYC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.14893197421454,7.88157927144652,6.44984054560873,6.64403667508245,9.093664746893,8.44818846701586,4.55813850070596,5.0350813822393,5.35223027435532,5.70360277575335,6.15590079609361,6.40747400839172,..,..,..
Seychelles,SYC,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,10946.7040836574,10688.7326089927,10492.6148302017,9987.27189034039,9738.5880278936,10566.5527420786,13964.5611290124,14368.4020213058,14745.3414620288,15213.2509905194,15740.2596582913,15866.9071407041,15913.9497325752,14079.1612738439,..
Sierra Leone,SLE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0872491858560345,0.0904488344615949,0.106730678223115,0.111515429313253,0.104895201412589,0.0850215272735775,0.155886348653659,0.168159366056291,0.13106691677209,0.130989244418562,0.129533211714556,0.133330736434022,..,..,..
Sierra Leone,SLE,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,403.049874295898,364.016253097894,440.561176150426,459.803300499172,469.131629436303,471.888160265836,740.331133348628,757.169181198044,588.228862794816,610.490055834508,622.530318311141,630.482455396876,649.760301889204,623.88909267173,..
Singapore,SGP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.5712995424152,10.2150501255192,9.90672781043834,9.28836359058682,9.50880608563589,8.6502716279061,8.13459570207377,8.12838088356926,8.22041256714993,8.23215093655876,8.45115143597411,8.39913483236136,..,..,..
Singapore,SGP,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,98.4525501342176,97.141043851431,97.270943918763,97.1980074719801,97.397517046535,97.498233585429,97.135650107361,97.0615633859862,96.9235346623029,..,..,..,..,..,..
Singapore,SGP,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,79.9526290857413,69.0410710508024,53.7704823447958,35.0984942828031,27.1983917850642,23.0994687671735,4.70095269861786,0.698663426488457,0.698204899335515,..,..,..,..,..,..
Singapore,SGP,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..
Singapore,SGP,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,18.4999210484762,28.0999728006286,43.5004615739672,62.0995131891769,70.1991252614708,74.3987648182556,91.7905313848527,95.2652895909275,95.0292571655261,..,..,..,..,..,..
Singapore,SGP,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Singapore,SGP,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0.644166023890429,1.09761036857027,1.19607259744124,..,..,..,..,..,..
Singapore,SGP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,34876.6660315838,33585.5778097046,34583.2569120956,36688.8980899543,39790.3251457615,41726.1140698446,53292.6132665485,54676.7044182558,55646.6187469505,56757.9182667246,59271.0568151876,61056.5840322677,61173.9047689256,58056.8064188623,..
Sint Maarten (Dutch part),SXM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,33563.6000709384,33118.7555918907,32274.8905524359,31507.8683186173,29237.8465390363,27093.7968953056,..,..,..
Slovak Republic,SVK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.06475749343072,7.17251421163602,7.08213190024311,7.13518173125489,6.96910808818602,7.16943675810428,6.08490830057969,5.61948190406871,5.6694557930868,5.80025255956859,6.17366569398033,6.05863547411852,..,..,..
Slovak Republic,SVK,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,31.3559322033898,30.2800100452034,27.3593691791879,30.681598141096,30.4432042022324,28.4032916560347,22.2627481237287,19.4378959776042,19.9759687593872,..,..,..,..,..,..
Slovak Republic,SVK,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.65588674589259,2.16599698643898,2.1855209238793,2.28490285935584,2.41956664478004,2.3634855830569,1.50452409342779,1.11242080447915,1.4418744367678,..,..,..,..,..,..
Slovak Republic,SVK,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,53.555425676992,53.6884731290809,55.7338879920527,57.6518427677015,55.8962573867367,56.5418474100536,55.1308129339973,57.0907617504052,56.8714328627215,..,..,..,..,..,..
Slovak Republic,SVK,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,10.8578479122021,8.47250125565043,7.79523159071154,7.73252436584264,7.94812869336835,6.96606277111508,8.39236866100863,5.96360689553558,6.02282967858216,..,..,..,..,..,..
Slovak Republic,SVK,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,14.9847392687837,15.4664741336012,16.3541537315286,11.2308784612406,13.4602757715036,14.7933146210768,17.0021743704847,15.5039045233535,14.5163712826675,..,..,..,..,..,..
Slovak Republic,SVK,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,19.8421975452952,19.641511803114,17.378616664597,20.6641709158975,20.075508864084,19.0737433018627,12.3658553692923,12.3618682775895,12.5112646440372,..,..,..,..,..,..
Slovak Republic,SVK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8914.59754288479,9221.52041691579,9640.86365054421,10177.7197670871,10717.1713123911,11425.8982887223,15149.2558010477,15546.8832979361,16342.2162621093,16636.4338068275,17105.6656500949,17730.150113023,18167.4836571189,17360.711193011,..
Slovenia,SVN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.31048179292834,7.7206509844081,7.7812818057387,7.72648445458385,7.86675292887574,7.96311274228008,7.08754034679432,6.38706485998894,6.38226418696884,6.74562551270144,6.84285816603658,6.77469533158397,..,..,..
Slovenia,SVN,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,36.3990017615972,36.9210562698742,38.745033566242,40,36.6184270840155,37.3883707084739,34.1071541526978,24.3255841053429,32.4357157319295,..,..,..,..,..,..
Slovenia,SVN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.403699354081033,0.871007880547491,0.452116728318948,0.361794500723589,0.281579464344182,0.27783290335384,0.0442785754949712,0.244712462856144,0.114733076871161,..,..,..,..,..,..
Slovenia,SVN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,34.9456840869055,36.3403843495092,37.8682011234416,37.6772793053546,35.7474952524393,38.9230667460475,33.5252071604782,37.1147235331818,38.118377539313,..,..,..,..,..,..
Slovenia,SVN,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2.15061655901351,2.04617724319093,1.97287299630086,2.67727930535456,2.34431274965621,2.24250843421314,3.21968498956291,2.17910621686185,2.72659782682054,..,..,..,..,..,..
Slovenia,SVN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,28.141514973576,26.2408405917323,22.6880394574599,21.3965267727931,26.8089843494205,22.8947542501819,29.280789423746,35.4949600885626,25.7002092191402,..,..,..,..,..,..
Slovenia,SVN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,33.8446858485026,34.0038711461358,36.3200438416221,36.9609261939218,33.9925348700151,34.8680293709069,30.84319058764,21.9017654256249,29.5943848282378,..,..,..,..,..,..
Slovenia,SVN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,16240.6568860495,16736.6666048821,17301.9338072883,17803.3779818988,18567.5622059245,19239.3999078218,19922.474290455,20453.8333877187,20890.1664304173,21541.176421949,22563.7589398118,23476.3698861929,24071.2824401949,22899.360703212,..
Solomon Islands,SLB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.581585547599142,0.589693571632437,0.597105416664753,0.604005225763731,0.67604552621421,0.723530488297958,0.682618946351402,0.57913841237721,0.513982819709749,0.581171965555875,0.550288508403692,0.566740598232995,..,..,..
Solomon Islands,SLB,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1939.07446418348,1737.15741514628,1644.03912036653,1705.95860728166,1773.68089010322,1826.66157369605,2232.35276831465,2195.30209859191,2167.11992829078,2234.14610209883,2292.13355419418,2321.13600236059,2289.58684324274,2136.33756335929,..
Somalia,SOM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0552283806249824,0.0555149232277596,0.0599915696057449,0.0590907442295851,0.0572542575697285,0.0555190958887535,0.0497561527501642,0.0484222864392791,0.047110994372483,0.0465259397975487,0.0452390524063577,0.0459747904898814,..,..,..
Somalia,SOM,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,330.418781728653,345.700790560298,386.437816984877,407.425855097216,406.427231255181,425.416599382026,446.854214216193,444.788430749217,..
South Africa,ZAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.33187638428488,7.03513388873587,7.1812230453599,7.55813407176488,8.03461755689857,7.88712003265624,8.13733274039167,8.21315797849318,7.67120155502521,7.56445088105357,7.6327293553694,7.4966448945296,..,..,..
South Africa,ZAF,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,93.0628328930845,93.7499099306826,93.304935854029,94.1063274060749,93.9447142323496,94.6693933197001,93.8197099434421,93.1775637248418,92.7854062641852,..,..,..,..,..,..
South Africa,ZAF,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0,0.00288221815509216,0.00366025511978185,0.0017297446896838,0,0.0322240813038359,0.0758317798350659,0.0757603088134493,0.074168341871474,..,..,..,..,..,..
South Africa,ZAF,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,6.25971314058613,5.14908273407214,5.48626489266302,5.4759392513665,5.54725438924169,4.66546859184896,5.5712660747575,5.52929999879746,..,..,..,..,..,..,..
South Africa,ZAF,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
South Africa,ZAF,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,0.529742057477735,0.953533839642989,1.09029849380502,0.303137756867086,0.394305399908687,0.550288157650121,0.457755379316882,0.390826989910651,0.324638479994812,..,..,..,..,..,..
South Africa,ZAF,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,93.0628328930845,93.7470277125276,93.3012755989092,94.1045976613852,93.9447142323496,94.6371692383962,93.7438781636071,93.1018034160283,92.7112379223137,..,..,..,..,..,..
South Africa,ZAF,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4930.02546578478,4996.07852562648,5115.88100187292,5202.68768866559,5373.80695103202,5587.79335186404,6284.86024979269,6273.56631828484,6259.83968110571,6209.36588848656,6192.89240023292,6199.89169872681,6125.73532475494,5659.20694886571,..
South Sudan,SSD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0,0,0,0,0,0,0.140028565827429,0.144956618179152,0.183843137196347,0.159704297799589,0.13931183983831,0.125729733551362,..,..,..
South Sudan,SSD,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,..,..,..,..,..,..,99.5762711864407,99.5901639344262,99.3939393939394,..,..,..,..,..,..
South Sudan,SSD,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,..,..,..,..,..,..,99.5762711864407,99.5901639344262,99.3939393939394,..,..,..,..,..,..
South Sudan,SSD,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,..,..,..,..,..,..,0,0,..,..,..,..,..,..,..
South Sudan,SSD,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,..,..,..,..,..,..,0,0,0,..,..,..,..,..,..
South Sudan,SSD,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,..,..,..,..,..,..,0,0,0,..,..,..,..,..,..
South Sudan,SSD,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,0,0,0,..,..,..,..,..,..
South Sudan,SSD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,1256.44441531085,1274.23961828281,1119.65143716565,..,..,..,..,..,..
Spain,ESP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.23010706208244,7.21632868721128,7.54859375551361,7.55339626091952,7.81792136623977,8.02920201300456,5.20806018098009,5.18406686000494,5.51794438614828,5.31429460704187,5.65403956917695,5.52035039972218,..,..,..
Spain,ESP,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,55.9539382856315,51.3689196668769,59.785675879575,54.1461177631911,57.6977574714804,63.6383423448324,40.0188313880154,38.8031962291189,44.0671437622394,..,..,..,..,..,..
Spain,ESP,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,10.2199428755075,10.5686347702592,11.9178715972607,9.32793912472359,8.61696282694504,8.43683601375045,4.89012062747606,5.13586155978018,6.20644223015782,..,..,..,..,..,..
Spain,ESP,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,28.1575766903101,27.3346290980705,26.2657502386242,24.0465891734969,22.9913392999147,19.8790789269118,20.1552701238253,20.8420470705476,20.6186643243866,..,..,..,..,..,..
Spain,ESP,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,9.13358168757157,10.0220108380852,13.4988350137756,15.2996545063794,20.0468458568888,27.2974140164798,20.4430705821741,17.1933704068755,18.8983124064048,..,..,..,..,..,..
Spain,ESP,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,12.790092385966,17.5434531701185,8.84639271081249,15.7329789011826,11.2357763544091,6.35457513517249,13.0984739469523,14.2459146969074,10.1298813500749,..,..,..,..,..,..
Spain,ESP,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,36.6004137225524,30.7782740585325,34.3689692685387,29.5185241320882,29.0339487876466,27.9040923146021,14.6856401783652,16.4739642624632,18.9623891256768,..,..,..,..,..,..
Spain,ESP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,23938.2967464869,24707.6929982983,25026.4346034172,25310.7982805803,25654.6984456902,26146.1644104139,24361.2573441367,24772.3413090317,25742.3688346767,26500.3139007271,27224.3980320415,27725.8055220733,28101.5270745864,24939.1872568495,..
Sri Lanka,LKA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.582076330710102,0.573718095655674,0.596984358170471,0.645546023738199,0.663841668758688,0.715272887350967,0.703424823900899,0.847049764173645,0.970910824988078,1.03428760081121,1.08701734750979,0.998154130133826,..,..,..
Sri Lanka,LKA,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,54.1976013706453,53.9890871552868,61.8174121631156,57.1021254536029,63.8615664845173,62.7734877734878,40.1230973966564,60.7976887890218,51.5248065543924,..,..,..,..,..,..
Sri Lanka,LKA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,54.1976013706453,53.9890871552868,61.8174121631156,57.1021254536029,63.8615664845173,62.7734877734878,27.9048490393413,35.1015167322045,17.8197542102868,..,..,..,..,..,..
Sri Lanka,LKA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..
Sri Lanka,LKA,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Sri Lanka,LKA,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,45.6453455168475,45.8486948827607,37.9850430365458,42.7164333851737,35.9562841530055,37.012012012012,57.539715545205,36.5299735173742,45.2814443938704,..,..,..,..,..,..
Sri Lanka,LKA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,12.2182483573151,25.6961720568173,33.7050523441056,..,..,..,..,..,..
Sri Lanka,LKA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1923.41348190133,1880.25894878331,1939.34621781115,2037.28204664417,2130.13895659153,2244.82128829647,3552.69855853013,3694.30042629703,3843.78067184442,3972.10258954491,4067.99306501342,4157.28387632309,4225.10630347397,4052.74693445531,..
St. Kitts and Nevis,KNA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.31005149377311,4.70830904443747,5.09210060219624,5.02743229360205,5.18101159251344,4.69563732604798,4.57002066444127,4.52969907042697,4.68713381767049,4.84223982645412,4.61219155968945,4.95823639345513,..,..,..
St. Kitts and Nevis,KNA,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
